Date,Medicine Name,Quantity Sold,Category,Price per Unit,Stock Remaining,Supplier,Season,Location,Reorder Threshold
2017-08-04,Levothyroxine,174,Thyroid Hormone,34.78,-174,Supplier D,Summer,Aisle 8,Yes
2017-08-11,Paracetamol,114,Analgesic,15.75,-114,Supplier A,Summer,Aisle 3,Yes
2017-08-11,Ibuprofen,84,NSAID,15.6,-84,Supplier A,Summer,Aisle 5,Yes
2017-08-11,Aspirin,61,NSAID,39.3,-61,Supplier B,Summer,Aisle 3,Yes
2017-08-11,Amoxicillin,161,Antibiotic,45.93,-161,Supplier C,Summer,Aisle 9,Yes
2017-08-11,Cetirizine,117,Antihistamine,22.13,-117,Supplier D,Summer,Aisle 6,Yes
2017-08-11,Loratadine,43,Antihistamine,40.47,-43,Supplier D,Summer,Aisle 7,Yes
2017-08-11,Omeprazole,163,Antacid,18.68,-163,Supplier D,Summer,Aisle 8,Yes
2017-08-11,Metformin,190,Antidiabetic,5.6,-190,Supplier A,Summer,Aisle 3,Yes
2017-08-11,Simvastatin,30,Lipid-lowering,12.35,-30,Supplier B,Summer,Aisle 5,Yes
2017-08-11,Diazepam,153,Benzodiazepine,25.1,-153,Supplier B,Summer,Aisle 1,Yes
2017-08-11,Ciprofloxacin,136,Antibiotic,7.92,-136,Supplier A,Summer,Aisle 7,Yes
2017-08-11,Levothyroxine,114,Thyroid Hormone,43.95,-114,Supplier D,Summer,Aisle 9,Yes
2017-08-18,Paracetamol,25,Analgesic,45.16,-25,Supplier D,Summer,Aisle 6,Yes
2017-08-18,Ibuprofen,33,NSAID,26.38,-33,Supplier A,Summer,Aisle 1,Yes
2017-08-18,Aspirin,45,NSAID,22.69,-45,Supplier B,Summer,Aisle 6,Yes
2017-08-18,Amoxicillin,153,Antibiotic,41.23,-153,Supplier A,Summer,Aisle 9,Yes
2017-08-18,Cetirizine,85,Antihistamine,17.77,-85,Supplier B,Summer,Aisle 10,Yes
2017-08-18,Loratadine,69,Antihistamine,12.58,-69,Supplier D,Summer,Aisle 2,Yes
2017-08-18,Omeprazole,113,Antacid,5.58,-113,Supplier D,Summer,Aisle 7,Yes
2017-08-18,Metformin,109,Antidiabetic,17.32,-109,Supplier C,Summer,Aisle 8,Yes
2017-08-18,Simvastatin,49,Lipid-lowering,32.6,-49,Supplier D,Summer,Aisle 5,Yes
2017-08-18,Diazepam,89,Benzodiazepine,32.0,-89,Supplier B,Summer,Aisle 6,Yes
2017-08-18,Ciprofloxacin,190,Antibiotic,42.71,-190,Supplier C,Summer,Aisle 4,Yes
2017-08-18,Levothyroxine,98,Thyroid Hormone,21.42,-98,Supplier A,Summer,Aisle 8,Yes
2017-08-25,Paracetamol,79,Analgesic,36.51,-79,Supplier D,Summer,Aisle 9,Yes
2017-08-25,Ibuprofen,55,NSAID,37.39,-55,Supplier D,Summer,Aisle 7,Yes
2017-08-25,Aspirin,104,NSAID,11.45,-104,Supplier D,Summer,Aisle 10,Yes
2017-08-25,Amoxicillin,72,Antibiotic,45.01,-72,Supplier D,Summer,Aisle 7,Yes
2017-08-25,Cetirizine,133,Antihistamine,25.92,-133,Supplier C,Summer,Aisle 4,Yes
2017-08-25,Loratadine,113,Antihistamine,8.22,-113,Supplier D,Summer,Aisle 5,Yes
2017-08-25,Omeprazole,132,Antacid,11.84,-132,Supplier C,Summer,Aisle 5,Yes
2017-08-25,Metformin,125,Antidiabetic,16.46,-125,Supplier D,Summer,Aisle 6,Yes
2017-08-25,Simvastatin,23,Lipid-lowering,10.6,-23,Supplier A,Summer,Aisle 5,Yes
2017-08-25,Diazepam,61,Benzodiazepine,35.17,-61,Supplier B,Summer,Aisle 5,Yes
2017-08-25,Ciprofloxacin,91,Antibiotic,22.42,-91,Supplier B,Summer,Aisle 8,Yes
2017-08-25,Levothyroxine,67,Thyroid Hormone,43.21,-67,Supplier A,Summer,Aisle 6,Yes
2017-09-01,Paracetamol,69,Analgesic,45.75,-69,Supplier A,Fall,Aisle 6,Yes
2017-09-01,Ibuprofen,153,NSAID,38.65,-153,Supplier B,Fall,Aisle 8,Yes
2017-09-01,Aspirin,99,NSAID,38.77,-99,Supplier C,Fall,Aisle 6,Yes
2017-09-01,Amoxicillin,198,Antibiotic,41.84,-198,Supplier B,Fall,Aisle 4,Yes
2017-09-01,Cetirizine,58,Antihistamine,24.0,-58,Supplier B,Fall,Aisle 9,Yes
2017-09-01,Loratadine,71,Antihistamine,30.94,-71,Supplier C,Fall,Aisle 1,Yes
2017-09-01,Omeprazole,185,Antacid,36.65,-185,Supplier A,Fall,Aisle 4,Yes
2017-09-01,Metformin,84,Antidiabetic,27.93,-84,Supplier B,Fall,Aisle 5,Yes
2017-09-01,Simvastatin,25,Lipid-lowering,27.57,-25,Supplier D,Fall,Aisle 1,Yes
2017-09-01,Diazepam,64,Benzodiazepine,32.89,-64,Supplier A,Fall,Aisle 10,Yes
2017-09-01,Ciprofloxacin,151,Antibiotic,18.09,-151,Supplier A,Fall,Aisle 10,Yes
2017-09-01,Levothyroxine,177,Thyroid Hormone,45.8,-177,Supplier A,Fall,Aisle 4,Yes
2017-09-08,Paracetamol,165,Analgesic,43.22,-165,Supplier D,Fall,Aisle 5,Yes
2017-09-08,Ibuprofen,155,NSAID,20.96,-155,Supplier C,Fall,Aisle 6,Yes
2017-09-08,Aspirin,46,NSAID,23.28,-46,Supplier C,Fall,Aisle 9,Yes
2017-09-08,Amoxicillin,44,Antibiotic,21.68,-44,Supplier C,Fall,Aisle 10,Yes
2017-09-08,Cetirizine,142,Antihistamine,44.08,-142,Supplier D,Fall,Aisle 9,Yes
2017-09-08,Loratadine,97,Antihistamine,49.22,-97,Supplier B,Fall,Aisle 6,Yes
2017-09-08,Omeprazole,134,Antacid,23.27,-134,Supplier B,Fall,Aisle 2,Yes
2017-09-08,Metformin,72,Antidiabetic,38.84,-72,Supplier D,Fall,Aisle 3,Yes
2017-09-08,Simvastatin,23,Lipid-lowering,14.27,-23,Supplier B,Fall,Aisle 3,Yes
2017-09-08,Diazepam,146,Benzodiazepine,35.85,-146,Supplier D,Fall,Aisle 10,Yes
2017-09-08,Ciprofloxacin,99,Antibiotic,35.26,-99,Supplier B,Fall,Aisle 6,Yes
2017-09-08,Levothyroxine,137,Thyroid Hormone,41.74,-137,Supplier C,Fall,Aisle 1,Yes
2017-09-15,Paracetamol,57,Analgesic,24.14,-57,Supplier D,Fall,Aisle 2,Yes
2017-09-15,Ibuprofen,62,NSAID,29.29,-62,Supplier C,Fall,Aisle 7,Yes
2017-09-15,Aspirin,55,NSAID,38.22,-55,Supplier D,Fall,Aisle 8,Yes
2017-09-15,Amoxicillin,114,Antibiotic,27.75,-114,Supplier C,Fall,Aisle 2,Yes
2017-09-15,Cetirizine,65,Antihistamine,10.92,-65,Supplier A,Fall,Aisle 7,Yes
2017-09-15,Loratadine,88,Antihistamine,28.73,-88,Supplier C,Fall,Aisle 9,Yes
2017-09-15,Omeprazole,186,Antacid,44.36,-186,Supplier D,Fall,Aisle 5,Yes
2017-09-15,Metformin,136,Antidiabetic,35.17,-136,Supplier D,Fall,Aisle 6,Yes
2017-09-15,Simvastatin,181,Lipid-lowering,46.03,-181,Supplier C,Fall,Aisle 1,Yes
2017-09-15,Diazepam,147,Benzodiazepine,36.07,-147,Supplier D,Fall,Aisle 4,Yes
2017-09-15,Ciprofloxacin,171,Antibiotic,25.57,-171,Supplier D,Fall,Aisle 1,Yes
2017-09-15,Levothyroxine,152,Thyroid Hormone,48.0,-152,Supplier D,Fall,Aisle 10,Yes
2017-09-22,Paracetamol,94,Analgesic,27.98,-94,Supplier C,Fall,Aisle 7,Yes
2017-09-22,Ibuprofen,110,NSAID,17.97,-110,Supplier D,Fall,Aisle 1,Yes
2017-09-22,Aspirin,63,NSAID,40.34,-63,Supplier D,Fall,Aisle 7,Yes
2017-09-22,Amoxicillin,65,Antibiotic,31.0,-65,Supplier B,Fall,Aisle 9,Yes
2017-09-22,Cetirizine,94,Antihistamine,31.01,-94,Supplier D,Fall,Aisle 1,Yes
2017-09-22,Loratadine,116,Antihistamine,38.79,-116,Supplier B,Fall,Aisle 5,Yes
2017-09-22,Omeprazole,151,Antacid,23.85,-151,Supplier B,Fall,Aisle 1,Yes
2017-09-22,Metformin,186,Antidiabetic,47.31,-186,Supplier D,Fall,Aisle 3,Yes
2017-09-22,Simvastatin,164,Lipid-lowering,9.58,-164,Supplier B,Fall,Aisle 7,Yes
2017-09-22,Diazepam,106,Benzodiazepine,15.73,-106,Supplier C,Fall,Aisle 5,Yes
2017-09-22,Ciprofloxacin,141,Antibiotic,31.83,-141,Supplier A,Fall,Aisle 3,Yes
2017-09-22,Levothyroxine,75,Thyroid Hormone,12.17,-75,Supplier C,Fall,Aisle 2,Yes
2017-09-29,Paracetamol,200,Analgesic,24.67,-200,Supplier B,Fall,Aisle 4,Yes
2017-09-29,Ibuprofen,149,NSAID,17.17,-149,Supplier D,Fall,Aisle 9,Yes
2017-09-29,Aspirin,114,NSAID,5.8,-114,Supplier C,Fall,Aisle 1,Yes
2017-09-29,Amoxicillin,40,Antibiotic,19.45,-40,Supplier C,Fall,Aisle 8,Yes
2017-09-29,Cetirizine,180,Antihistamine,32.75,-180,Supplier A,Fall,Aisle 5,Yes
2017-09-29,Loratadine,89,Antihistamine,14.58,-89,Supplier D,Fall,Aisle 10,Yes
2017-09-29,Omeprazole,142,Antacid,20.45,-142,Supplier B,Fall,Aisle 8,Yes
2017-09-29,Metformin,32,Antidiabetic,37.54,-32,Supplier C,Fall,Aisle 8,Yes
2017-09-29,Simvastatin,97,Lipid-lowering,43.81,-97,Supplier D,Fall,Aisle 2,Yes
2017-09-29,Diazepam,196,Benzodiazepine,8.76,-196,Supplier D,Fall,Aisle 4,Yes
2017-09-29,Ciprofloxacin,121,Antibiotic,29.94,-121,Supplier C,Fall,Aisle 2,Yes
2017-09-29,Levothyroxine,142,Thyroid Hormone,25.47,-142,Supplier B,Fall,Aisle 2,Yes
2017-10-06,Paracetamol,137,Analgesic,7.01,-137,Supplier C,Fall,Aisle 9,Yes
2017-10-06,Ibuprofen,89,NSAID,24.14,-89,Supplier B,Fall,Aisle 7,Yes
2017-10-06,Aspirin,118,NSAID,31.54,-118,Supplier A,Fall,Aisle 3,Yes
2017-10-06,Amoxicillin,118,Antibiotic,7.4,-118,Supplier B,Fall,Aisle 1,Yes
2017-10-06,Cetirizine,90,Antihistamine,40.11,-90,Supplier A,Fall,Aisle 2,Yes
2017-10-06,Loratadine,189,Antihistamine,37.04,-189,Supplier D,Fall,Aisle 6,Yes
2017-10-06,Omeprazole,43,Antacid,35.55,-43,Supplier C,Fall,Aisle 4,Yes
2017-10-06,Metformin,149,Antidiabetic,36.1,-149,Supplier D,Fall,Aisle 5,Yes
2017-10-06,Simvastatin,175,Lipid-lowering,44.22,-175,Supplier D,Fall,Aisle 4,Yes
2017-10-06,Diazepam,197,Benzodiazepine,22.42,-197,Supplier C,Fall,Aisle 7,Yes
2017-10-06,Ciprofloxacin,21,Antibiotic,25.42,-21,Supplier A,Fall,Aisle 4,Yes
2017-10-06,Levothyroxine,79,Thyroid Hormone,30.82,-79,Supplier D,Fall,Aisle 1,Yes
2017-10-13,Paracetamol,96,Analgesic,26.42,-96,Supplier A,Fall,Aisle 9,Yes
2017-10-13,Ibuprofen,77,NSAID,42.9,-77,Supplier C,Fall,Aisle 8,Yes
2017-10-13,Aspirin,171,NSAID,20.45,-171,Supplier B,Fall,Aisle 4,Yes
2017-10-13,Amoxicillin,174,Antibiotic,33.41,-174,Supplier A,Fall,Aisle 1,Yes
2017-10-13,Cetirizine,88,Antihistamine,10.91,-88,Supplier A,Fall,Aisle 4,Yes
2017-10-13,Loratadine,196,Antihistamine,40.79,-196,Supplier C,Fall,Aisle 8,Yes
2017-10-13,Omeprazole,137,Antacid,19.4,-137,Supplier B,Fall,Aisle 9,Yes
2017-10-13,Metformin,74,Antidiabetic,20.94,-74,Supplier C,Fall,Aisle 1,Yes
2017-10-13,Simvastatin,117,Lipid-lowering,24.71,-117,Supplier D,Fall,Aisle 5,Yes
2017-10-13,Diazepam,48,Benzodiazepine,43.02,-48,Supplier D,Fall,Aisle 3,Yes
2017-10-13,Ciprofloxacin,34,Antibiotic,18.74,-34,Supplier A,Fall,Aisle 4,Yes
2017-10-13,Levothyroxine,64,Thyroid Hormone,47.69,-64,Supplier B,Fall,Aisle 10,Yes
2017-10-20,Paracetamol,145,Analgesic,49.09,-145,Supplier B,Fall,Aisle 4,Yes
2017-10-20,Ibuprofen,178,NSAID,29.74,-178,Supplier C,Fall,Aisle 9,Yes
2017-10-20,Aspirin,116,NSAID,30.17,-116,Supplier A,Fall,Aisle 2,Yes
2017-10-20,Amoxicillin,139,Antibiotic,17.77,-139,Supplier A,Fall,Aisle 3,Yes
2017-10-20,Cetirizine,153,Antihistamine,36.73,-153,Supplier A,Fall,Aisle 5,Yes
2017-10-20,Loratadine,82,Antihistamine,39.04,-82,Supplier B,Fall,Aisle 8,Yes
2017-10-20,Omeprazole,97,Antacid,27.24,-97,Supplier C,Fall,Aisle 1,Yes
2017-10-20,Metformin,143,Antidiabetic,35.57,-143,Supplier A,Fall,Aisle 7,Yes
2017-10-20,Simvastatin,22,Lipid-lowering,16.89,-22,Supplier A,Fall,Aisle 10,Yes
2017-10-20,Diazepam,56,Benzodiazepine,29.36,-56,Supplier B,Fall,Aisle 2,Yes
2017-10-20,Ciprofloxacin,79,Antibiotic,35.59,-79,Supplier A,Fall,Aisle 7,Yes
2017-10-20,Levothyroxine,69,Thyroid Hormone,49.75,-69,Supplier A,Fall,Aisle 1,Yes
2017-10-27,Paracetamol,172,Analgesic,21.5,-172,Supplier A,Fall,Aisle 2,Yes
2017-10-27,Ibuprofen,97,NSAID,23.61,-97,Supplier D,Fall,Aisle 6,Yes
2017-10-27,Aspirin,128,NSAID,5.3,-128,Supplier D,Fall,Aisle 3,Yes
2017-10-27,Amoxicillin,196,Antibiotic,6.48,-196,Supplier C,Fall,Aisle 10,Yes
2017-10-27,Cetirizine,26,Antihistamine,46.07,-26,Supplier A,Fall,Aisle 3,Yes
2017-10-27,Loratadine,58,Antihistamine,44.13,-58,Supplier C,Fall,Aisle 7,Yes
2017-10-27,Omeprazole,177,Antacid,20.91,-177,Supplier B,Fall,Aisle 1,Yes
2017-10-27,Metformin,176,Antidiabetic,7.61,-176,Supplier B,Fall,Aisle 3,Yes
2017-10-27,Simvastatin,111,Lipid-lowering,35.42,-111,Supplier D,Fall,Aisle 3,Yes
2017-10-27,Diazepam,72,Benzodiazepine,29.24,-72,Supplier A,Fall,Aisle 8,Yes
2017-10-27,Ciprofloxacin,180,Antibiotic,14.22,-180,Supplier B,Fall,Aisle 5,Yes
2017-10-27,Levothyroxine,183,Thyroid Hormone,21.2,-183,Supplier C,Fall,Aisle 3,Yes
2017-11-03,Paracetamol,103,Analgesic,33.51,-103,Supplier D,Fall,Aisle 3,Yes
2017-11-03,Ibuprofen,86,NSAID,49.62,-86,Supplier D,Fall,Aisle 9,Yes
2017-11-03,Aspirin,68,NSAID,49.48,-68,Supplier B,Fall,Aisle 6,Yes
2017-11-03,Amoxicillin,146,Antibiotic,9.86,-146,Supplier A,Fall,Aisle 5,Yes
2017-11-03,Cetirizine,117,Antihistamine,31.71,-117,Supplier B,Fall,Aisle 4,Yes
2017-11-03,Loratadine,64,Antihistamine,45.34,-64,Supplier C,Fall,Aisle 5,Yes
2017-11-03,Omeprazole,119,Antacid,20.7,-119,Supplier C,Fall,Aisle 2,Yes
2017-11-03,Metformin,98,Antidiabetic,12.92,-98,Supplier C,Fall,Aisle 3,Yes
2017-11-03,Simvastatin,41,Lipid-lowering,35.37,-41,Supplier C,Fall,Aisle 1,Yes
2017-11-03,Diazepam,86,Benzodiazepine,23.56,-86,Supplier C,Fall,Aisle 3,Yes
2017-11-03,Ciprofloxacin,78,Antibiotic,12.81,-78,Supplier C,Fall,Aisle 1,Yes
2017-11-03,Levothyroxine,114,Thyroid Hormone,23.9,-114,Supplier B,Fall,Aisle 6,Yes
2017-11-10,Paracetamol,30,Analgesic,9.19,-30,Supplier B,Fall,Aisle 5,Yes
2017-11-10,Ibuprofen,186,NSAID,41.82,-186,Supplier C,Fall,Aisle 1,Yes
2017-11-10,Aspirin,163,NSAID,19.83,-163,Supplier B,Fall,Aisle 4,Yes
2017-11-10,Amoxicillin,105,Antibiotic,32.45,-105,Supplier A,Fall,Aisle 5,Yes
2017-11-10,Cetirizine,149,Antihistamine,30.77,-149,Supplier C,Fall,Aisle 6,Yes
2017-11-10,Loratadine,119,Antihistamine,24.35,-119,Supplier B,Fall,Aisle 5,Yes
2017-11-10,Omeprazole,126,Antacid,47.55,-126,Supplier B,Fall,Aisle 10,Yes
2017-11-10,Metformin,123,Antidiabetic,33.79,-123,Supplier A,Fall,Aisle 1,Yes
2017-11-10,Simvastatin,200,Lipid-lowering,6.0,-200,Supplier B,Fall,Aisle 1,Yes
2017-11-10,Diazepam,118,Benzodiazepine,14.91,-118,Supplier A,Fall,Aisle 4,Yes
2017-11-10,Ciprofloxacin,120,Antibiotic,6.99,-120,Supplier A,Fall,Aisle 6,Yes
2017-11-10,Levothyroxine,157,Thyroid Hormone,15.41,-157,Supplier B,Fall,Aisle 2,Yes
2017-11-17,Paracetamol,193,Analgesic,20.52,-193,Supplier B,Fall,Aisle 6,Yes
2017-11-17,Ibuprofen,148,NSAID,21.82,-148,Supplier D,Fall,Aisle 1,Yes
2017-11-17,Aspirin,163,NSAID,14.35,-163,Supplier C,Fall,Aisle 9,Yes
2017-11-17,Amoxicillin,200,Antibiotic,18.76,-200,Supplier C,Fall,Aisle 4,Yes
2017-11-17,Cetirizine,23,Antihistamine,31.1,-23,Supplier D,Fall,Aisle 3,Yes
2017-11-17,Loratadine,136,Antihistamine,36.37,-136,Supplier D,Fall,Aisle 10,Yes
2017-11-17,Omeprazole,172,Antacid,16.6,-172,Supplier C,Fall,Aisle 9,Yes
2017-11-17,Metformin,92,Antidiabetic,20.36,-92,Supplier C,Fall,Aisle 8,Yes
2017-11-17,Simvastatin,51,Lipid-lowering,46.3,-51,Supplier C,Fall,Aisle 2,Yes
2017-11-17,Diazepam,140,Benzodiazepine,32.54,-140,Supplier B,Fall,Aisle 4,Yes
2017-11-17,Ciprofloxacin,187,Antibiotic,10.66,-187,Supplier C,Fall,Aisle 5,Yes
2017-11-17,Levothyroxine,166,Thyroid Hormone,41.86,-166,Supplier B,Fall,Aisle 10,Yes
2017-11-24,Paracetamol,97,Analgesic,45.87,-97,Supplier B,Fall,Aisle 1,Yes
2017-11-24,Ibuprofen,196,NSAID,32.69,-196,Supplier A,Fall,Aisle 7,Yes
2017-11-24,Aspirin,121,NSAID,8.78,-121,Supplier A,Fall,Aisle 10,Yes
2017-11-24,Amoxicillin,180,Antibiotic,42.89,-180,Supplier A,Fall,Aisle 9,Yes
2017-11-24,Cetirizine,87,Antihistamine,38.23,-87,Supplier C,Fall,Aisle 4,Yes
2017-11-24,Loratadine,64,Antihistamine,48.78,-64,Supplier C,Fall,Aisle 5,Yes
2017-11-24,Omeprazole,101,Antacid,36.14,-101,Supplier C,Fall,Aisle 4,Yes
2017-11-24,Metformin,74,Antidiabetic,45.3,-74,Supplier A,Fall,Aisle 8,Yes
2017-11-24,Simvastatin,180,Lipid-lowering,30.99,-180,Supplier B,Fall,Aisle 8,Yes
2017-11-24,Diazepam,197,Benzodiazepine,16.42,-197,Supplier A,Fall,Aisle 5,Yes
2017-11-24,Ciprofloxacin,85,Antibiotic,46.57,-85,Supplier B,Fall,Aisle 2,Yes
2017-11-24,Levothyroxine,171,Thyroid Hormone,37.61,-171,Supplier C,Fall,Aisle 9,Yes
2017-12-01,Paracetamol,56,Analgesic,46.95,-56,Supplier C,Winter,Aisle 7,Yes
2017-12-01,Ibuprofen,48,NSAID,27.86,-48,Supplier D,Winter,Aisle 10,Yes
2017-12-01,Aspirin,192,NSAID,44.72,-192,Supplier C,Winter,Aisle 4,Yes
2017-12-01,Amoxicillin,174,Antibiotic,43.41,-174,Supplier D,Winter,Aisle 6,Yes
2017-12-01,Cetirizine,138,Antihistamine,6.05,-138,Supplier B,Winter,Aisle 3,Yes
2017-12-01,Loratadine,118,Antihistamine,29.71,-118,Supplier B,Winter,Aisle 3,Yes
2017-12-01,Omeprazole,127,Antacid,32.85,-127,Supplier D,Winter,Aisle 8,Yes
2017-12-01,Metformin,183,Antidiabetic,10.79,-183,Supplier B,Winter,Aisle 8,Yes
2017-12-01,Simvastatin,48,Lipid-lowering,37.13,-48,Supplier D,Winter,Aisle 2,Yes
2017-12-01,Diazepam,121,Benzodiazepine,9.0,-121,Supplier D,Winter,Aisle 9,Yes
2017-12-01,Ciprofloxacin,23,Antibiotic,5.28,-23,Supplier B,Winter,Aisle 3,Yes
2017-12-01,Levothyroxine,76,Thyroid Hormone,15.72,-76,Supplier C,Winter,Aisle 4,Yes
2017-12-08,Paracetamol,24,Analgesic,19.99,-24,Supplier A,Winter,Aisle 9,Yes
2017-12-08,Ibuprofen,52,NSAID,10.33,-52,Supplier C,Winter,Aisle 2,Yes
2017-12-08,Aspirin,123,NSAID,5.49,-123,Supplier B,Winter,Aisle 4,Yes
2017-12-08,Amoxicillin,132,Antibiotic,25.09,-132,Supplier A,Winter,Aisle 4,Yes
2017-12-08,Cetirizine,182,Antihistamine,5.79,-182,Supplier A,Winter,Aisle 2,Yes
2017-12-08,Loratadine,84,Antihistamine,42.19,-84,Supplier C,Winter,Aisle 2,Yes
2017-12-08,Omeprazole,102,Antacid,6.33,-102,Supplier A,Winter,Aisle 10,Yes
2017-12-08,Metformin,123,Antidiabetic,25.7,-123,Supplier A,Winter,Aisle 3,Yes
2017-12-08,Simvastatin,35,Lipid-lowering,28.13,-35,Supplier B,Winter,Aisle 8,Yes
2017-12-08,Diazepam,70,Benzodiazepine,35.98,-70,Supplier B,Winter,Aisle 10,Yes
2017-12-08,Ciprofloxacin,106,Antibiotic,35.09,-106,Supplier D,Winter,Aisle 10,Yes
2017-12-08,Levothyroxine,74,Thyroid Hormone,13.79,-74,Supplier A,Winter,Aisle 7,Yes
2017-12-15,Paracetamol,47,Analgesic,19.49,-47,Supplier B,Winter,Aisle 4,Yes
2017-12-15,Ibuprofen,197,NSAID,22.07,-197,Supplier D,Winter,Aisle 9,Yes
2017-12-15,Aspirin,43,NSAID,26.41,-43,Supplier A,Winter,Aisle 8,Yes
2017-12-15,Amoxicillin,183,Antibiotic,41.21,-183,Supplier A,Winter,Aisle 1,Yes
2017-12-15,Cetirizine,69,Antihistamine,20.88,-69,Supplier C,Winter,Aisle 3,Yes
2017-12-15,Loratadine,111,Antihistamine,8.02,-111,Supplier C,Winter,Aisle 9,Yes
2017-12-15,Omeprazole,140,Antacid,21.32,-140,Supplier D,Winter,Aisle 1,Yes
2017-12-15,Metformin,93,Antidiabetic,14.96,-93,Supplier C,Winter,Aisle 2,Yes
2017-12-15,Simvastatin,106,Lipid-lowering,16.45,-106,Supplier A,Winter,Aisle 2,Yes
2017-12-15,Diazepam,114,Benzodiazepine,7.88,-114,Supplier A,Winter,Aisle 4,Yes
2017-12-15,Ciprofloxacin,21,Antibiotic,49.9,-21,Supplier D,Winter,Aisle 10,Yes
2017-12-15,Levothyroxine,175,Thyroid Hormone,32.24,-175,Supplier D,Winter,Aisle 8,Yes
2017-12-22,Paracetamol,151,Analgesic,31.2,-151,Supplier A,Winter,Aisle 1,Yes
2017-12-22,Ibuprofen,41,NSAID,43.54,-41,Supplier A,Winter,Aisle 4,Yes
2017-12-22,Aspirin,97,NSAID,35.15,-97,Supplier B,Winter,Aisle 9,Yes
2017-12-22,Amoxicillin,98,Antibiotic,26.42,-98,Supplier B,Winter,Aisle 3,Yes
2017-12-22,Cetirizine,99,Antihistamine,41.7,-99,Supplier D,Winter,Aisle 2,Yes
2017-12-22,Loratadine,104,Antihistamine,37.34,-104,Supplier D,Winter,Aisle 5,Yes
2017-12-22,Omeprazole,146,Antacid,30.37,-146,Supplier D,Winter,Aisle 4,Yes
2017-12-22,Metformin,31,Antidiabetic,9.17,-31,Supplier B,Winter,Aisle 3,Yes
2017-12-22,Simvastatin,119,Lipid-lowering,42.08,-119,Supplier C,Winter,Aisle 5,Yes
2017-12-22,Diazepam,72,Benzodiazepine,26.7,-72,Supplier A,Winter,Aisle 10,Yes
2017-12-22,Ciprofloxacin,167,Antibiotic,23.87,-167,Supplier B,Winter,Aisle 8,Yes
2017-12-22,Levothyroxine,100,Thyroid Hormone,8.06,-100,Supplier A,Winter,Aisle 5,Yes
2017-12-29,Paracetamol,39,Analgesic,19.06,-39,Supplier C,Winter,Aisle 3,Yes
2017-12-29,Ibuprofen,90,NSAID,35.23,-90,Supplier B,Winter,Aisle 6,Yes
2017-12-29,Aspirin,183,NSAID,29.73,-183,Supplier D,Winter,Aisle 5,Yes
2017-12-29,Amoxicillin,139,Antibiotic,20.28,-139,Supplier A,Winter,Aisle 6,Yes
2017-12-29,Cetirizine,155,Antihistamine,45.19,-155,Supplier A,Winter,Aisle 3,Yes
2017-12-29,Loratadine,190,Antihistamine,30.94,-190,Supplier C,Winter,Aisle 5,Yes
2017-12-29,Omeprazole,20,Antacid,36.15,-20,Supplier A,Winter,Aisle 1,Yes
2017-12-29,Metformin,28,Antidiabetic,44.17,-28,Supplier D,Winter,Aisle 5,Yes
2017-12-29,Simvastatin,68,Lipid-lowering,13.39,-68,Supplier D,Winter,Aisle 2,Yes
2017-12-29,Diazepam,97,Benzodiazepine,39.13,-97,Supplier C,Winter,Aisle 3,Yes
2017-12-29,Ciprofloxacin,148,Antibiotic,11.66,-148,Supplier A,Winter,Aisle 3,Yes
2017-12-29,Levothyroxine,116,Thyroid Hormone,35.29,-116,Supplier B,Winter,Aisle 9,Yes
2018-01-05,Paracetamol,131,Analgesic,28.97,-131,Supplier C,Winter,Aisle 6,Yes
2018-01-05,Ibuprofen,183,NSAID,12.76,-183,Supplier B,Winter,Aisle 2,Yes
2018-01-05,Aspirin,24,NSAID,11.81,-24,Supplier B,Winter,Aisle 2,Yes
2018-01-05,Amoxicillin,122,Antibiotic,22.73,-122,Supplier C,Winter,Aisle 1,Yes
2018-01-05,Cetirizine,193,Antihistamine,13.39,-193,Supplier B,Winter,Aisle 5,Yes
2018-01-05,Loratadine,64,Antihistamine,29.94,-64,Supplier C,Winter,Aisle 9,Yes
2018-01-05,Omeprazole,94,Antacid,43.33,-94,Supplier D,Winter,Aisle 10,Yes
2018-01-05,Metformin,25,Antidiabetic,31.5,-25,Supplier C,Winter,Aisle 4,Yes
2018-01-05,Simvastatin,103,Lipid-lowering,25.34,-103,Supplier C,Winter,Aisle 1,Yes
2018-01-05,Diazepam,189,Benzodiazepine,9.1,-189,Supplier A,Winter,Aisle 4,Yes
2018-01-05,Ciprofloxacin,75,Antibiotic,32.47,-75,Supplier A,Winter,Aisle 7,Yes
2018-01-05,Levothyroxine,23,Thyroid Hormone,29.17,-23,Supplier B,Winter,Aisle 2,Yes
2018-01-12,Paracetamol,45,Analgesic,24.1,-45,Supplier A,Winter,Aisle 3,Yes
2018-01-12,Ibuprofen,150,NSAID,48.2,-150,Supplier A,Winter,Aisle 9,Yes
2018-01-12,Aspirin,33,NSAID,14.27,-33,Supplier B,Winter,Aisle 1,Yes
2018-01-12,Amoxicillin,72,Antibiotic,13.89,-72,Supplier D,Winter,Aisle 5,Yes
2018-01-12,Cetirizine,143,Antihistamine,23.9,-143,Supplier C,Winter,Aisle 2,Yes
2018-01-12,Loratadine,69,Antihistamine,14.49,-69,Supplier C,Winter,Aisle 9,Yes
2018-01-12,Omeprazole,163,Antacid,37.83,-163,Supplier C,Winter,Aisle 2,Yes
